MONTH,DAY_OF_WEEK,DEP_DEL15,DEP_TIME_BLK,DISTANCE_GROUP,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND,CARRIER_HISTORICAL,DEP_AIRPORT_HIST,DAY_HISTORICAL,DEP_BLOCK_HIST
4,1,0,0800-0859,10,1,39,180,Delta Air Lines Inc.,10372,81803,2719,1680928,12460183,0.000144166,0.00014866,6,John F. Kennedy International,40.639,-73.777,NONE,0.29,0,0,60,8.5,0.139557586,0.187867313,0.237971867,0.106597423
5,2,1,0900-0959,6,2,39,142,United Air Lines Inc.,14978,53980,5205,1690031,8501631,0.000253804,0.000228985,26,Houston Intercontinental,29.983,-95.34,Midland Regional Air Trml,0,0,0,89,9.17,0.212819677,0.187867313,0.190876701,0.131480537
4,7,0,0900-0959,6,1,31,191,Delta Air Lines Inc.,12902,81803,5440,1581456,12460183,0.000144166,0.00014866,2,Minneapolis-St Paul International,44.886,-93.218,NONE,1.57,0,0,77,10.96,0.139557586,0.187867313,0.203724031,0.135373513
5,3,0,0900-0959,1,3,3,90,Comair Inc.,2371,24260,322,197188,1245396,0,9.00E-05,5,Charleston International,32.899,-80.039,Douglas Municipal,0,0,0,101,9.4,0.171848079,0.214223952,0.180775199,0.131480537
6,6,0,1800-1859,1,6,38,90,Comair Inc.,19087,24179,8234,2006675,1245396,0,9.00E-05,4,Douglas Municipal,35.219,-80.936,Port Columbus International,0,0,0,86,3.8,0.217197924,0.197781885,0.230688359,0.3656541
8,6,0,1400-1459,2,3,4,76,SkyWest Airlines Inc.,2079,74087,529,178477,3472966,3.42E-05,9.90E-05,4,Will Rogers World,35.392,-97.602,Houston Intercontinental,0,0,0,88,8.05,0.172595947,0.206030629,0.161869671,0.231818577
12,6,0,0800-0859,4,1,24,76,Endeavor Air Inc.,12223,23119,391,1472200,1212846,0,9.35E-05,11,Logan International,42.364,-71.006,NONE,0,0,0,35,11.86,0.18149981,0.187867313,0.200428362,0.131552018
10,3,1,1800-1859,3,5,28,160,Delta Air Lines Inc.,11962,86312,524,1708599,12460183,0.000144166,0.00014866,18,Newark Liberty International,40.696,-74.172,Atlanta Municipal,0.26,0,0,59,15.43,0.118414853,0.158887996,0.15751081,0.22621527
3,4,0,0600-0659,4,1,20,175,Southwest Airlines Co.,4886,114119,2700,614236,13382999,6.18E-05,9.89E-05,3,San Jose International,37.363,-121.941,NONE,0.05,0,0,55,5.14,0.204389222,0.187867313,0.179451845,0.064816281
11,6,0,1400-1459,5,4,46,129,Atlantic Southeast Airlines,14858,11090,3065,1690031,473794,0,0.000199805,11,Houston Intercontinental,29.983,-95.34,El Paso International,0.04,0,0,84,16.11,0.156920078,0.153061224,0.13570632,0.165278163
5,4,0,2100-2159,3,8,33,50,American Eagle Airlines Inc.,7357,27761,1175,1413432,1204766,0.000348408,0.000106867,15,Miami International,25.792,-80.286,Tallahassee Regional,0,0,0,89,14.54,0.19432693,0.187867313,0.25085146,0.318362359
11,3,0,1400-1459,4,2,68,160,American Airlines Inc.,24926,77179,12790,2907365,11744595,9.82E-05,0.000177287,3,Dallas Fort Worth Regional,32.894,-97.03,Seattle International,0,0,0,46,9.17,0.142302374,0.148070001,0.147497552,0.165278163
10,3,0,1000-1059,4,2,6,173,United Air Lines Inc.,2304,54923,218,270922,8501631,0.000253804,0.000228985,6,Bradley International,41.939,-72.683,Chicago O'Hare International,1.37,0,0,64,6.71,0.156376273,0.163162641,0.15751081,0.135971819
9,7,0,1300-1359,3,1,45,128,American Airlines Inc.,19380,76533,8345,2006675,11744595,9.82E-05,0.000177287,17,Douglas Municipal,35.219,-80.936,NONE,0,0,0,87,6.49,0.15382995,0.187867313,0.126876253,0.136287665
8,1,0,0600-0659,8,1,16,187,American Airlines Inc.,14177,80820,4675,1827202,11744595,9.82E-05,0.000177287,6,Phoenix Sky Harbor International,33.436,-112.009,NONE,0,0,0,106,5.82,0.228215169,0.187867313,0.181217245,0.070108953
5,6,0,1700-1759,10,2,13,154,United Air Lines Inc.,14131,53980,4834,1908862,8501631,0.000253804,0.000228985,2,San Francisco International,37.619,-122.375,Washington Dulles International,0,0,0,64,11.63,0.212819677,0.162081784,0.179907331,0.279891196
6,4,0,0600-0659,4,1,28,143,Southwest Airlines Co.,33994,112879,3236,4365661,13382999,6.18E-05,9.89E-05,21,Atlanta Municipal,33.641,-84.427,NONE,0,0,0,88,5.82,0.259774616,0.187867313,0.251477227,0.079174682
11,5,1,1600-1659,2,4,34,143,Southwest Airlines Co.,14016,108130,4776,1827202,13382999,6.18E-05,9.89E-05,16,Phoenix Sky Harbor International,33.436,-112.009,San Francisco International,0,0,0,88,7.16,0.173056233,0.173815621,0.153721967,0.176145672
1,3,0,2300-2359,4,4,6,187,American Airlines Inc.,14576,75506,4756,1827202,11744595,9.82E-05,0.000177287,10,Phoenix Sky Harbor International,33.436,-112.009,McCarran International,0,0,0,73,4.47,0.160843514,0.166740234,0.180606958,0.168220339
2,7,0,1400-1459,5,3,58,178,Spirit Air Lines,13272,13447,446,1690031,2688839,9.17E-06,0.000124651,6,Houston Intercontinental,29.983,-95.34,Los Angeles International,0.11,0,0,76,15.66,0.193841204,0.240315638,0.191045263,0.259786102
4,2,0,1400-1459,2,3,11,149,Delta Air Lines Inc.,5150,81803,796,573075,12460183,0.000144166,0.00014866,29,Raleigh-Durham International,35.875,-78.782,Atlanta Municipal,0.35,0,0,40,5.82,0.139557586,0.180307129,0.138603046,0.222150019
11,4,0,1400-1459,2,5,1,143,Southwest Airlines Co.,1512,108130,377,171473,13382999,6.18E-05,9.89E-05,14,Boise Air Terminal,43.565,-116.225,Metropolitan Oakland International,0,0,0,40,1.34,0.173056233,0.199195906,0.139886069,0.165278163
5,4,0,1200-1259,2,3,2,50,Endeavor Air Inc.,1516,20860,401,103338,1212846,0,9.35E-05,16,McGhee Tyson,35.812,-83.992,Detroit Metro Wayne County,0,0,0,91,11.41,0.15217575,0.152977732,0.25085146,0.191453508
6,7,0,0700-0759,4,2,42,173,United Air Lines Inc.,14546,53737,5090,1690031,8501631,0.000253804,0.000228985,10,Houston Intercontinental,29.983,-95.34,McCarran International,0.01,0,0,88,6.26,0.265472582,0.228774084,0.270709157,0.110787619
3,1,0,2000-2059,2,3,31,66,SkyWest Airlines Inc.,15902,68810,1112,1827202,3472966,3.42E-05,9.90E-05,13,Phoenix Sky Harbor International,33.436,-112.009,Santa Fe Municipal,0.05,0,0,68,6.26,0.17960719,0.187867313,0.160867896,0.231677466
9,7,0,0800-0859,3,1,4,143,Southwest Airlines Co.,2004,107436,402,170270,13382999,6.18E-05,9.89E-05,11,Standiford Field,38.18,-85.739,NONE,0,0,0,94,3.36,0.124829468,0.187867313,0.126876253,0.08425519
12,1,0,0900-0959,7,2,25,191,Delta Air Lines Inc.,10053,81498,3970,1065782,12460183,0.000144166,0.00014866,1,Salt Lake City International,40.784,-111.967,Los Angeles International,0.03,0.4,0,33,6.93,0.157390024,0.237295966,0.25164658,0.155222868
10,4,0,1000-1059,3,2,10,109,Delta Air Lines Inc.,5536,86312,480,614236,12460183,0.000144166,0.00014866,0,San Jose International,37.363,-121.941,Salt Lake City International,0.01,0,0,70,10.51,0.118414853,0.104343998,0.192619318,0.135971819
2,1,1,1300-1359,7,4,31,180,Frontier Airlines Inc.,11500,8643,523,1903352,1857122,0.000115726,7.13E-06,8,McCarran International,36.08,-115.152,Nashville International,0.01,0,0,59,10.07,0.254797048,0.224474089,0.229538784,0.246486919
11,1,0,1900-1959,1,6,27,66,SkyWest Airlines Inc.,12418,66502,3274,1581456,3472966,3.42E-05,9.90E-05,17,Minneapolis-St Paul International,44.886,-93.218,Minot International,0,0,0,75,8.95,0.136377483,0.187867313,0.152293329,0.198316957
5,6,0,0800-0859,6,1,11,173,United Air Lines Inc.,7716,53980,811,1023434,8501631,0.000253804,0.000228985,4,San Diego International Lindbergh Fl,32.733,-117.187,NONE,0.19,0,0,71,4.7,0.212819677,0.187867313,0.179907331,0.111033417
4,4,1,2100-2159,7,5,32,150,JetBlue Airways,11588,24966,814,1708599,3190369,0.000160039,0.000126866,14,Newark Liberty International,40.696,-74.172,Palm Beach International,0,0,0,64,8.05,0.267584004,0.240088106,0.171316644,0.263840087
5,6,1,1600-1659,4,4,8,149,Alaska Airlines Inc.,5040,22451,1584,800302,2884187,3.23E-05,0.000174601,13,Portland International,45.589,-122.595,Los Angeles International,0,0,0,87,4.92,0.135245902,0.196346671,0.179907331,0.273685639
4,4,0,2200-2259,2,6,21,90,Comair Inc.,11666,23434,2648,955406,1245396,0,9.00E-05,3,Ronald Reagan Washington National,38.852,-77.037,Memphis International,0,0,0,68,2.91,0.225377884,0.160999306,0.171316644,0.217402827
10,1,0,0001-0559,1,1,3,150,American Airlines Inc.,2303,80161,159,197188,11744595,9.82E-05,0.000177287,19,Charleston International,32.899,-80.039,NONE,0.03,0,0,77,6.26,0.172082137,0.187867313,0.163570662,0.068978659
6,4,0,1200-1259,9,3,27,187,American Airlines Inc.,13568,76419,1181,1903352,11744595,9.82E-05,0.000177287,4,McCarran International,36.08,-115.152,John F. Kennedy International,0,0,0,102,11.86,0.282515139,0.242015901,0.251477227,0.211236332
2,2,0,0700-0759,1,2,57,50,SkyWest Airlines Inc.,22752,56790,4146,3103410,3472966,3.42E-05,9.90E-05,17,Chicago O'Hare International,41.978,-87.906,Capital,0,0,3.1,35,4.7,0.23924894,0.187867313,0.205745015,0.105822686
5,7,1,1800-1859,4,5,31,160,Delta Air Lines Inc.,14018,85579,1133,1903352,12460183,0.000144166,0.00014866,19,McCarran International,36.08,-115.152,Seattle International,0,0,0,73,18.34,0.141340772,0.14512123,0.211331047,0.30945211
3,4,0,0800-0859,5,2,46,76,Endeavor Air Inc.,13492,22191,1689,1486066,1212846,0,9.35E-05,6,Detroit Metro Wayne County,42.217,-83.344,Burlington International,0.27,0,0,65,14.76,0.155571238,0.187867313,0.179451845,0.108360544
12,3,0,1800-1859,1,3,65,129,American Eagle Airlines Inc.,27188,26721,5330,3103410,1204766,0.000348408,0.000106867,11,Chicago O'Hare International,41.978,-87.906,McGhee Tyson,0,0,0,57,8.72,0.176872263,0.144117647,0.196265165,0.280056836
7,6,0,0001-0559,4,1,5,66,SkyWest Airlines Inc.,2100,72721,510,178477,3472966,3.42E-05,9.90E-05,13,Will Rogers World,35.392,-97.602,NONE,0,0,0,91,8.95,0.188373501,0.187867313,0.203312576,0.082786722
3,1,0,1900-1959,6,6,26,143,Southwest Airlines Co.,15902,114119,5459,1827202,13382999,6.18E-05,9.89E-05,15,Phoenix Sky Harbor International,33.436,-112.009,Reno/Tahoe International,0,0,0,87,4.25,0.204389222,0.165923283,0.160867896,0.243701776
5,3,0,1900-1959,6,5,22,180,Delta Air Lines Inc.,12037,85579,2498,1960746,12460183,0.000144166,0.00014866,1,Seattle International,47.447,-122.306,Los Angeles International,0,0,0,70,5.59,0.141340772,0.196346671,0.180775199,0.307368618
9,7,0,1600-1659,2,4,62,187,American Airlines Inc.,19380,76533,8345,2006675,11744595,9.82E-05,0.000177287,5,Douglas Municipal,35.219,-80.936,Tampa International,0,0,0,96,2.24,0.15382995,0.101916134,0.126876253,0.179702495
3,2,0,0800-0859,2,2,49,175,Southwest Airlines Co.,15902,114119,5459,1827202,13382999,6.18E-05,9.89E-05,2,Phoenix Sky Harbor International,33.436,-112.009,Indianapolis Muni/Weir Cook,0.23,0,0,59,7.38,0.204389222,0.134709931,0.132868232,0.108360544
8,6,0,0700-0759,2,1,13,143,Southwest Airlines Co.,4088,114987,1027,344196,13382999,6.18E-05,9.89E-05,18,Port Columbus International,39.991,-82.878,NONE,0,0,0,78,8.5,0.19254973,0.187867313,0.161869671,0.098669345
2,5,1,1200-1259,4,4,8,143,Southwest Airlines Co.,4321,94922,3915,589072,13382999,6.18E-05,9.89E-05,15,William P Hobby,29.645,-95.279,Will Rogers World,0.01,0,0,74,6.93,0.258887292,0.192442882,0.236964685,0.228410256
7,7,0,1100-1159,5,3,26,172,American Airlines Inc.,10704,79247,1137,1680928,11744595,9.82E-05,0.000177287,9,John F. Kennedy International,40.639,-73.777,Douglas Municipal,0,0,0,85,9.17,0.237709147,0.225740402,0.222538482,0.157627403
9,7,1,1800-1859,3,5,15,143,Southwest Airlines Co.,6006,107436,5509,673221,13382999,6.18E-05,9.89E-05,19,Dallas Love Field,32.847,-96.853,Amarillo International,0,0,0,95,10.96,0.124829468,0.187867313,0.126876253,0.205129382
7,6,0,0800-0859,1,2,29,76,Endeavor Air Inc.,10704,21554,1896,1680928,1212846,0,9.35E-05,10,John F. Kennedy International,40.639,-73.777,Greater Buffalo International,0,0,0,93,8.72,0.190766915,0.200267917,0.203312576,0.113049748
8,3,0,1300-1359,1,3,33,99,American Airlines Inc.,14476,80820,2122,1208249,11744595,9.82E-05,0.000177287,12,LaGuardia,40.779,-73.876,Philadelphia International,0.35,0,0,91,8.28,0.228215169,0.225871314,0.221672355,0.197744534
4,3,0,1200-1259,4,3,16,110,Delta Air Lines Inc.,18979,81803,616,2006675,12460183,0.000144166,0.00014866,19,Douglas Municipal,35.219,-80.936,Detroit Metro Wayne County,0,0,0,86,5.37,0.139557586,0.145369667,0.127615679,0.18193401
7,2,0,1200-1259,3,3,71,66,SkyWest Airlines Inc.,29376,72721,5510,3103410,3472966,3.42E-05,9.90E-05,15,Chicago O'Hare International,41.978,-87.906,Bradley International,0,0,0,88,7.16,0.188373501,0.197261979,0.202011935,0.174585415
10,1,1,1000-1059,1,2,78,50,SkyWest Airlines Inc.,33584,71625,2252,4365661,3472966,3.42E-05,9.90E-05,17,Atlanta Municipal,33.641,-84.427,Fort Wayne Municipal,0,0,0,77,3.13,0.147942283,0.187867313,0.163570662,0.135971819
2,7,0,1600-1659,2,5,4,44,American Eagle Airlines Inc.,1751,21895,187,182555,1204766,0.000348408,0.000106867,17,Richmond International,37.505,-77.32,LaGuardia,0.31,0,0,41,5.37,0.242198548,0.207416791,0.191045263,0.271396517
1,7,0,1300-1359,4,4,23,110,Delta Air Lines Inc.,11956,73508,4850,1581456,12460183,0.000144166,0.00014866,18,Minneapolis-St Paul International,44.886,-93.218,Chicago O'Hare International,0,0,0,68,4.47,0.130691015,0.281139657,0.178567369,0.195226978
3,5,0,1400-1459,2,1,61,160,Delta Air Lines Inc.,33799,84142,21165,4365661,12460183,0.000144166,0.00014866,19,Atlanta Municipal,33.641,-84.427,NONE,0,0,0,69,8.72,0.124075271,0.187867313,0.201711417,0.210264144
6,3,1,0600-0659,4,1,8,50,Comair Inc.,2051,24179,63,178477,1245396,0,9.00E-05,15,Will Rogers World,35.392,-97.602,NONE,0.76,0,0,86,5.37,0.217197924,0.187867313,0.237174818,0.079174682
3,6,0,1100-1159,2,3,8,158,Delta Air Lines Inc.,4122,84142,734,364314,12460183,0.000144166,0.00014866,23,Cincinnati/Northern Kentucky International,39.048,-84.669,Atlanta Municipal,0,0,0,59,8.28,0.124075271,0.14253203,0.19045587,0.164644714
3,3,0,0001-0559,3,1,11,143,Southwest Airlines Co.,6835,114119,6398,819756,13382999,6.18E-05,9.89E-05,15,Chicago Midway International,41.785,-87.752,NONE,0.54,0,0,58,11.86,0.204389222,0.187867313,0.151268815,0.06494393
1,5,1,1700-1759,2,5,12,149,Delta Air Lines Inc.,4677,73508,666,573075,12460183,0.000144166,0.00014866,28,Raleigh-Durham International,35.875,-78.782,Atlanta Municipal,0.54,0,0,60,7.16,0.130691015,0.133497286,0.171722566,0.229538826
6,7,0,1000-1059,2,2,13,160,Delta Air Lines Inc.,6007,87183,995,874468,12460183,0.000144166,0.00014866,19,Tampa International,27.973,-82.535,Atlanta Municipal,0,0,0,90,5.82,0.200730053,0.251827409,0.270709157,0.172352038
11,1,0,1500-1559,4,3,29,146,Alaska Airlines Inc.,11407,20832,5479,1960746,2884187,3.23E-05,0.000174601,7,Seattle International,47.447,-122.306,Hollywood-Burbank Midpoint,0.26,0,0,52,5.37,0.137638764,0.168911336,0.152293329,0.169077352
5,3,1,1500-1559,4,2,92,175,Southwest Airlines Co.,34238,113709,3424,4365661,13382999,6.18E-05,9.89E-05,1,Atlanta Municipal,33.641,-84.427,Metropolitan Oakland International,0.03,0,0,86,7.38,0.248619996,0.238861386,0.180775199,0.2421138
3,2,0,0900-0959,5,2,41,160,American Airlines Inc.,18465,78308,3551,2780593,11744595,9.82E-05,0.000177287,7,Los Angeles International,33.942,-118.408,Houston Intercontinental,0.06,0,0,62,7.16,0.190791448,0.158943424,0.132868232,0.139154636
3,1,0,1500-1559,2,3,2,158,Delta Air Lines Inc.,1141,84142,171,90547,12460183,0.000144166,0.00014866,22,Adams Field,34.729,-92.234,Atlanta Municipal,0,0,0,62,8.05,0.124075271,0.14253203,0.160867896,0.20203699
9,1,1,2000-2059,2,3,10,143,Southwest Airlines Co.,7620,107436,3368,1023434,13382999,6.18E-05,9.89E-05,13,San Diego International Lindbergh Fl,32.733,-117.187,McCarran International,0,0,0,76,4.47,0.124829468,0.135185185,0.137111994,0.196019798
3,5,0,0900-0959,2,2,85,149,Delta Air Lines Inc.,33799,84142,21165,4365661,12460183,0.000144166,0.00014866,27,Atlanta Municipal,33.641,-84.427,Charleston International,0.01,0,0,69,6.93,0.124075271,0.15038115,0.201711417,0.139154636
8,5,1,1300-1359,2,4,63,50,SkyWest Airlines Inc.,23099,74087,4797,2743323,3472966,3.42E-05,9.90E-05,17,Stapleton International,39.774,-104.88,El Paso International,0,0,0,90,8.5,0.172595947,0.165067179,0.211041372,0.197744534
12,4,0,1900-1959,5,1,17,209,American Airlines Inc.,8367,79228,4472,1413432,11744595,9.82E-05,0.000177287,20,Miami International,25.792,-80.286,NONE,0.46,0,0,82,7.16,0.178344776,0.187867313,0.181617633,0.302154866
2,6,0,1200-1259,3,2,46,129,Delta Air Lines Inc.,28011,67273,17181,4365661,12460183,0.000144166,0.00014866,11,Atlanta Municipal,33.641,-84.427,Standiford Field,0.12,0,0,63,10.51,0.176396664,0.179869525,0.163938839,0.228410256
2,3,0,1100-1159,3,2,52,157,Delta Air Lines Inc.,28011,67273,17181,4365661,12460183,0.000144166,0.00014866,27,Atlanta Municipal,33.641,-84.427,Dallas Fort Worth Regional,1.25,0,0,45,12.53,0.176396664,0.238154355,0.231888823,0.206875724
2,5,1,0900-0959,5,2,54,172,American Airlines Inc.,20700,70199,10835,2907365,11744595,9.82E-05,0.000177287,10,Dallas Fort Worth Regional,32.894,-97.03,Kansas City International,0.07,0,0,49,6.49,0.200843581,0.203252033,0.236964685,0.161689245
7,7,0,0001-0559,7,1,17,181,American Airlines Inc.,13781,79247,769,1960746,11744595,9.82E-05,0.000177287,2,Seattle International,47.447,-122.306,NONE,0,0,0,79,5.82,0.237709147,0.187867313,0.222538482,0.082786722
8,4,0,1100-1159,4,2,65,90,Comair Inc.,19791,24496,8292,2006675,1245396,0,9.00E-05,3,Douglas Municipal,35.219,-80.936,Pensacola Regional,0,0,0,85,3.58,0.232998482,0.201456311,0.242021354,0.165124409
9,3,0,1400-1459,2,3,23,76,"Midwest Airline, Inc.",10832,27183,2199,1708599,1529740,1.25E-06,0.000123823,2,Newark Liberty International,40.696,-74.172,Raleigh-Durham International,0,0,0,71,9.4,0.11127404,0.12932208,0.128298127,0.156406978
12,3,0,1900-1959,2,1,17,66,SkyWest Airlines Inc.,6798,70473,466,732595,3472966,3.42E-05,9.90E-05,14,Nashville International,36.127,-86.682,NONE,0,0,0,66,10.51,0.202512534,0.187867313,0.196265165,0.302154866
4,4,0,1900-1959,3,5,11,128,American Airlines Inc.,4264,74131,113,529046,11744595,9.82E-05,0.000177287,18,Metropolitan Oakland International,37.721,-122.221,Phoenix Sky Harbor International,0,0,0,82,2.91,0.204604288,0.181334108,0.171316644,0.266095471
7,7,0,1000-1059,1,3,5,143,Southwest Airlines Co.,1432,117728,88,106382,13382999,6.18E-05,9.89E-05,18,Greenville-Spartanburg,34.899,-82.214,Atlanta Municipal,0,0,0,95,4.25,0.215945077,0.221415829,0.222538482,0.143075561
1,4,0,1900-1959,3,5,6,69,"Midwest Airline, Inc.",1665,24623,230,197188,1529740,1.25E-06,0.000123823,15,Charleston International,32.899,-80.039,LaGuardia,0,0,0,55,6.04,0.19658387,0.281868483,0.198971757,0.247918965
5,4,1,1600-1659,5,3,16,172,American Airlines Inc.,11737,78894,2195,955406,11744595,9.82E-05,0.000177287,9,Ronald Reagan Washington National,38.852,-77.037,Chicago O'Hare International,0.33,0,0,88,5.82,0.257273013,0.238333995,0.25085146,0.273685639
12,6,0,1100-1159,1,4,28,70,SkyWest Airlines Inc.,12269,70473,1400,1960746,3472966,3.42E-05,9.90E-05,1,Seattle International,47.447,-122.306,Spokane International,0.83,0,0,52,6.93,0.202512534,0.159653465,0.200428362,0.193888393
7,5,0,1200-1259,1,1,47,50,Atlantic Southeast Airlines,15196,10613,2992,1690031,473794,0,0.000199805,15,Houston Intercontinental,29.983,-95.34,NONE,0,0,0,90,12.97,0.258252095,0.187867313,0.210938972,0.174585415
8,3,0,1400-1459,3,5,6,70,Comair Inc.,1644,24496,301,121022,1245396,0,9.00E-05,18,Savannah/Hilton Head International,32.127,-81.202,Ronald Reagan Washington National,0,0,0,97,5.82,0.232998482,0.205659675,0.221672355,0.231818577
7,1,1,1900-1959,4,6,6,143,Southwest Airlines Co.,6008,117728,1298,800302,13382999,6.18E-05,9.89E-05,17,Portland International,45.589,-122.595,San Diego International Lindbergh Fl,0.01,0,0,77,4.47,0.215945077,0.161328995,0.219938971,0.352128146
4,3,0,2000-2059,3,4,48,142,United Air Lines Inc.,18788,51763,5365,2743323,8501631,0.000253804,0.000228985,25,Stapleton International,39.774,-104.88,Ontario International,0.04,0,0,61,9.84,0.183222896,0.141295206,0.127615679,0.248850205
11,2,1,1800-1859,3,6,78,66,SkyWest Airlines Inc.,26830,66502,4964,3103410,3472966,3.42E-05,9.90E-05,14,Chicago O'Hare International,41.978,-87.906,Joe Foss Field,0,0,3.1,17,9.4,0.136377483,0.187867313,0.153129972,0.192616144
8,7,1,2100-2159,3,3,35,172,American Airlines Inc.,7209,80820,4168,1413432,11744595,9.82E-05,0.000177287,9,Miami International,25.792,-80.286,Douglas Municipal,0.29,0,0,93,4.25,0.228215169,0.242361061,0.196519162,0.321965685
3,7,0,1600-1659,8,5,30,186,Frontier Airlines Inc.,15902,9663,242,1827202,1857122,0.000115726,7.13E-06,1,Phoenix Sky Harbor International,33.436,-112.009,Stapleton International,0,0,0,81,5.14,0.211665859,0.205793603,0.191473364,0.216359437
1,2,0,2000-2059,2,7,7,143,Southwest Airlines Co.,4124,107363,3314,529046,13382999,6.18E-05,9.89E-05,15,Metropolitan Oakland International,37.721,-122.221,San Diego International Lindbergh Fl,0,0,0,58,10.74,0.172437436,0.145610687,0.159489434,0.227956613
8,6,0,0800-0859,2,2,44,66,SkyWest Airlines Inc.,14177,74087,1124,1827202,3472966,3.42E-05,9.90E-05,14,Phoenix Sky Harbor International,33.436,-112.009,Fresno Air Terminal,0,0,0,108,6.71,0.172595947,0.187867313,0.161869671,0.112372666
1,4,0,1500-1559,2,5,2,143,Southwest Airlines Co.,1202,107363,341,146009,13382999,6.18E-05,9.89E-05,18,Long Beach Daugherty Field,33.818,-118.151,McCarran International,0.81,0,0,60,7.38,0.172437436,0.166740234,0.198971757,0.210052789
3,6,0,1900-1959,5,1,23,273,American Airlines Inc.,7956,78308,4437,1413432,11744595,9.82E-05,0.000177287,16,Miami International,25.792,-80.286,NONE,0,0,0,85,4.7,0.190791448,0.187867313,0.19045587,0.243701776
4,6,0,0800-0859,4,1,13,143,Southwest Airlines Co.,4461,110752,1982,477995,13382999,6.18E-05,9.89E-05,17,Kansas City International,39.298,-94.714,NONE,0,0,0,76,18.34,0.215725833,0.187867313,0.177124023,0.106597423
2,5,0,1000-1059,2,3,11,143,Southwest Airlines Co.,3031,94922,1158,429725,13382999,6.18E-05,9.89E-05,11,Orange County,33.676,-117.867,San Jose International,0,0,0,61,2.24,0.258887292,0.193080725,0.236964685,0.187484152
6,2,0,1100-1159,3,3,9,143,Southwest Airlines Co.,5711,112879,2064,690385,13382999,6.18E-05,9.89E-05,21,Austin - Bergstrom International,30.194,-97.67,Phoenix Sky Harbor International,0,0,0,94,5.37,0.259774616,0.24129072,0.232388147,0.190774512
7,1,0,1100-1159,2,3,5,143,Southwest Airlines Co.,4685,117728,3574,529046,13382999,6.18E-05,9.89E-05,16,Metropolitan Oakland International,37.721,-122.221,Portland International,0,0,0,98,6.26,0.215945077,0.132825518,0.219938971,0.157627403
11,6,0,2100-2159,4,6,15,150,American Airlines Inc.,12038,77179,1397,1823051,11744595,9.82E-05,0.000177287,20,Orlando International,28.432,-81.325,Ronald Reagan Washington National,0.43,0,0,80,12.75,0.142302374,0.139710674,0.13570632,0.193254611
10,3,0,1600-1659,9,5,24,175,Southwest Airlines Co.,14566,115051,6206,1903352,13382999,6.18E-05,9.89E-05,5,McCarran International,36.08,-115.152,Austin - Bergstrom International,0,0,0,92,10.74,0.179322906,0.17080292,0.15751081,0.217823991
6,7,0,0700-0759,5,1,44,157,Delta Air Lines Inc.,12887,87183,2906,1960746,12460183,0.000144166,0.00014866,27,Seattle International,47.447,-122.306,NONE,0,0,0,66,7.38,0.200730053,0.187867313,0.270709157,0.110787619
8,1,0,1300-1359,3,3,31,120,United Air Lines Inc.,27148,55706,577,2907365,8501631,0.000253804,0.000228985,17,Dallas Fort Worth Regional,32.894,-97.03,Newark Liberty International,0,0,0,101,13.87,0.221460287,0.303758233,0.181217245,0.197744534
7,2,1,1600-1659,4,3,9,175,Southwest Airlines Co.,5248,117728,4749,589072,13382999,6.18E-05,9.89E-05,4,William P Hobby,29.645,-95.279,Los Angeles International,0.28,0,0,91,5.82,0.215945077,0.19499197,0.202011935,0.289210184
5,5,0,2200-2259,4,5,32,142,United Air Lines Inc.,20794,53980,5788,2743323,8501631,0.000253804,0.000228985,17,Stapleton International,39.774,-104.88,San Antonio International,0,0,0,71,10.51,0.212819677,0.178277802,0.206977299,0.2663106
3,5,1,1600-1659,4,5,12,143,Southwest Airlines Co.,6835,114119,6398,819756,13382999,6.18E-05,9.89E-05,14,Chicago Midway International,41.785,-87.752,Nashville International,0.32,0,0,57,8.5,0.204389222,0.167693943,0.201711417,0.216359437
10,2,0,0700-0759,2,1,13,69,"Midwest Airline, Inc.",4180,28628,1180,344196,1529740,1.25E-06,0.000123823,13,Port Columbus International,39.991,-82.878,NONE,0,0,0,73,6.93,0.156035538,0.187867313,0.135090506,0.080396435
6,6,0,2100-2159,10,3,24,149,Alaska Airlines Inc.,18543,23065,1727,2780593,2884187,3.23E-05,0.000174601,13,Los Angeles International,33.942,-118.408,San Francisco International,0,0,0,72,8.28,0.165757534,0.227088482,0.230688359,0.390185696
3,3,0,0800-0859,7,2,30,175,Southwest Airlines Co.,13625,114119,6207,1903352,13382999,6.18E-05,9.89E-05,3,McCarran International,36.08,-115.152,Lambert-St. Louis International,0,0,0,58,19.01,0.204389222,0.195767196,0.151268815,0.108360544
4,5,0,0700-0759,3,1,38,128,American Airlines Inc.,14827,74131,4789,1827202,11744595,9.82E-05,0.000177287,19,Phoenix Sky Harbor International,33.436,-112.009,NONE,0,0,0,100,8.28,0.204604288,0.187867313,0.232425733,0.094279909
